user_id,full_name,pan,aadhaar,date_of_birth,city,state,monthly_income,occupation,signup_timestamp,kyc_status,risk_segment,user_id_clean,kyc_status_clean,risk_segment_clean,pan_clean,missing_pan_flag,invalid_pan_flag,aadhaar_clean,missing_aadhaar_flag,masked_aadhaar_flag,invalid_aadhaar_flag,date_of_birth_clean,missing_dob_flag,invalid_dob_flag,monthly_income_clean,missing_income_flag,negative_income_flag,invalid_income_flag,signup_timestamp_clean,missing_signup_timestamp_flag,future_signup_flag,city_clean,state_clean,occupation_clean,full_name_clean,kyc_status_conflict_flag,name_conflict_flag,pan_conflict_flag,aadhaar_conflict_flag,dob_conflict_flag,identity_conflict_score,user_id_core,kyc_record_count
USR-33925,Aryan Ramachandran,qsqge3457s,7484 9755 8191,01-May-2000,Mumbai,Maharashtra,"Rs. 27,724",Retired,08-Jun-2024,APPROVED,low,USR33925,APPROVED,LOW,QSQGE3457S,0,0,748497558191,0,0,0,2000-05-01 00:00:00,0,0,27724.0,0,0,0,2024-06-08 00:00:00,0,0,Mumbai,Maharashtra,Retired,ARYAN RAMACHANDRAN,0,0,0,0,0,0,33925,1
USR33926,Diya Lall,KKWWO2587U,,1980-06-21 21:30:35,Ludhiana,Punjab,19885,Unemployed,1768936914,Rejected,high,USR33926,REJECTED,HIGH,KKWWO2587U,0,0,,1,0,0,1980-06-21 21:30:35,0,0,19885.0,0,0,0,2026-01-20 19:21:54,0,0,Ludhiana,Punjab,Unemployed,DIYA LALL,0,0,0,0,0,0,33926,1
USR33928,Maanav Dora,YRZMO9153R,973542787706,13/02/1984,kolkata,West Bengal,"₹20,087",Gig Worker,13/08/2025,Under Review,Medium,USR33928,IN_PROGRESS,MEDIUM,YRZMO9153R,0,0,973542787706,0,0,0,1984-02-13 00:00:00,0,0,20087.0,0,0,0,2025-08-13 00:00:00,0,0,Kolkata,West Bengal,Gig Worker,MAANAV DORA,0,0,0,0,0,0,33928,1
USR33934,Janaki Kanda,ETNRW8025E,,18/11/1967 07:31 PM,amritsar,Punjab,31760,Salaried,07/11/2024,KYC_DONE,low,USR33934,APPROVED,LOW,ETNRW8025E,0,0,,1,0,0,1967-11-18 19:31:00,0,0,31760.0,0,0,0,2024-11-07 00:00:00,0,0,Amritsar,Punjab,Salaried,JANAKI KANDA,0,0,0,0,0,0,33934,1
USR33939,Wyatt Ghose,BLDNL1194H,2330 9647 4852,1169354443,Bangalore,Karnataka,"Rs. 52,644",Retired,,Done,Low,USR33939,APPROVED,LOW,BLDNL1194H,0,0,233096474852,0,0,0,2007-01-21 04:40:43,0,0,52644.0,0,0,0,,1,0,Bengaluru,Karnataka,Retired,WYATT GHOSE,0,1,1,1,1,4,33939,2
USR33940,OMISHA MAHARAJ,VIDYB3512D,2785-1408-1014,1985-08-09 23:54:53,Jaipur,Rajasthan,-16634,Unemployed,12-23-2025,Done,low,USR33940,APPROVED,LOW,VIDYB3512D,0,0,278514081014,0,0,0,1985-08-09 23:54:53,0,0,-16634.0,0,1,0,2025-12-23 00:00:00,0,0,Jaipur,Rajasthan,Unemployed,OMISHA MAHARAJ,0,0,0,0,0,0,33940,1
USR33948,Priya Magar,zsdgb9562o,887451054528,05-19-1980,JPR,Rajasthan,9769,Self Employed,2025-10-15 09:13:49,Under Review,Low,USR33948,IN_PROGRESS,LOW,ZSDGB9562O,0,0,887451054528,0,0,0,1980-05-19 00:00:00,0,0,9769.0,0,0,0,2025-10-15 09:13:49,0,0,Jaipur,Rajasthan,Self Employed,PRIYA MAGAR,0,0,0,0,0,0,33948,1
USR-33950,Lucky Kumer,PQIFH-5986-C,5159742871323,31/10/1966,Hyd,Telangana,"INR 11,406",Freelancer,21/02/2024,Done,high,USR33950,APPROVED,HIGH,PQIFH5986C,0,0,5159742871323,0,0,1,1966-10-31 00:00:00,0,0,11406.0,0,0,0,2024-02-21 00:00:00,0,0,Hyderabad,Telangana,Freelancer,LUCKY KUMER,0,0,0,0,0,0,33950,1
USR33951,yasti edwin,ESGZK0756K,654682699093,12-08-1987,Bangalore,Karnataka,"Rs. 64,674",Retired,,Verified,low,USR33951,APPROVED,LOW,ESGZK0756K,0,0,654682699093,0,0,0,1987-12-08 00:00:00,0,0,64674.0,0,0,0,,1,0,Bengaluru,Karnataka,Retired,YASTI EDWIN,1,1,1,1,1,4,33951,2
USR33952,Wridesh Bail,lpxcj6249z,8815846326,14/11/1961,Ludhiana,Punjab,44.3k,Freelancer,07/09/2025,APPROVED,Medium,USR33952,APPROVED,MEDIUM,LPXCJ6249Z,0,0,8815846326,0,0,1,1961-11-14 00:00:00,0,0,44300.0,0,0,0,2025-09-07 00:00:00,0,0,Ludhiana,Punjab,Freelancer,WRIDESH BAIL,0,0,0,0,0,0,33952,1
USR33953,andrew babu,PGTBQ1719Z,104240849261,,Calcutta,West Bengal,11173,Freelancer,16-Apr-2024,Rejected,MEDIUM,USR33953,REJECTED,MEDIUM,PGTBQ1719Z,0,0,104240849261,0,0,0,,1,0,11173.0,0,0,0,2024-04-16 00:00:00,0,0,Kolkata,West Bengal,Freelancer,ANDREW BABU,0,0,0,0,0,0,33953,1
33955,Eshana Datta,UCDRA3583C,755452443853,1967/02/04,Calcutta,West Bengal,-53135,Retired,2026/03/05,KYC_DONE,high,33955,APPROVED,HIGH,UCDRA3583C,0,0,755452443853,0,0,0,1967-02-04 00:00:00,0,0,-53135.0,0,1,0,2026-03-05 00:00:00,0,0,Kolkata,West Bengal,Retired,ESHANA DATTA,0,0,0,0,0,0,33955,1
USR33957,FARHAN PILLAY,MJXYZ4151Z,4596337228368,26/03/2004,MUMBAI,Maharashtra,24.3k,Retired,2025-07-10 06:07:21,VERIFIED,High,USR33957,APPROVED,HIGH,MJXYZ4151Z,0,0,4596337228368,0,0,1,2004-03-26 00:00:00,0,0,24300.0,0,0,0,2025-07-10 06:07:21,0,0,Mumbai,Maharashtra,Retired,FARHAN PILLAY,0,0,0,0,0,0,33957,1
USR33958,Zayan Garg,TWIKM7529E,798140696978,11-18-1969,Jalandar,Punjab,14965,Retired,2024/07/21,Under Review,MEDIUM,USR33958,IN_PROGRESS,MEDIUM,TWIKM7529E,0,0,798140696978,0,0,0,1969-11-18 00:00:00,0,0,14965.0,0,0,0,2024-07-21 00:00:00,0,0,Jalandhar,Punjab,Retired,ZAYAN GARG,0,0,0,0,0,0,33958,1
USR 33959,Shivansh Sandal,JLYTY0984C,6842 6539 6049,30/01/1967,Hyderabad,Telangana,29.6k,Business Owner,02/08/2025 01:55 PM,PENDING,Medium,USR33959,PENDING,MEDIUM,JLYTY0984C,0,0,684265396049,0,0,0,1967-01-30 00:00:00,0,0,29600.0,0,0,0,2025-08-02 13:55:00,0,0,Hyderabad,Telangana,Business Owner,SHIVANSH SANDAL,1,1,1,1,1,4,33959,2
33966,Ikbal Kakar,PZXXG3750E,822996640816,28/04/1994,Delhi,Delhi,14898,Student,1739997291,FAILED,Low,33966,REJECTED,LOW,PZXXG3750E,0,0,822996640816,0,0,0,1994-04-28 00:00:00,0,0,14898.0,0,0,0,2025-02-19 20:34:51,0,0,Delhi,Delhi,Student,IKBAL KAKAR,0,0,0,0,0,0,33966,1
USR-33969,Agastya Patil,syksi3132d,5022 1138 9484,1995/04/25,HYDERABAD,Telangana,42636,Salaried,06/01/2025 03:33 PM,Done,medium,USR33969,APPROVED,MEDIUM,SYKSI3132D,0,0,502211389484,0,0,0,1995-04-25 00:00:00,0,0,42636.0,0,0,0,2025-01-06 15:33:00,0,0,Hyderabad,Telangana,Salaried,AGASTYA PATIL,0,0,0,0,0,0,33969,1
USR33970,Abha Dalal,GPJVG9992H,709321170365,09-26-1975,Bengaluru,Karnataka,50479,Farmer,01/07/2025 04:09 AM,VERIFIED,MEDIUM,USR33970,APPROVED,MEDIUM,GPJVG9992H,0,0,709321170365,0,0,0,1975-09-26 00:00:00,0,0,50479.0,0,0,0,2025-07-01 04:09:00,0,0,Bengaluru,Karnataka,Farmer,ABHA DALAL,0,1,1,1,1,4,33970,2
USR33973,Hema Dora,CLEST 6640 S,XXXX-XXXX-2320,1962-05-08 11:17:12,Pune,Maharashtra,-16595,Salaried,26-Nov-2025,PENDING,low,USR33973,PENDING,LOW,CLEST6640S,0,0,XXXXXXXX2320,0,1,0,1962-05-08 11:17:12,0,0,-16595.0,0,1,0,2025-11-26 00:00:00,0,0,Pune,Maharashtra,Salaried,HEMA DORA,0,0,0,0,0,0,33973,1
USR33974,david raja,RDQEM1281T,9699 1019 1398,09/05/1964,jaipur,Rajasthan,"Rs. 18,017",Freelancer,2024-10-14 05:27:14,Rejected,Medium,USR33974,REJECTED,MEDIUM,RDQEM1281T,0,0,969910191398,0,0,0,1964-05-09 00:00:00,0,0,18017.0,0,0,0,2024-10-14 05:27:14,0,0,Jaipur,Rajasthan,Freelancer,DAVID RAJA,0,0,0,0,0,0,33974,1
USR33975,Jeet Issac,LLKAX1158L,0397886197,07-27-1961,Amritsar,Punjab,17472,Student,12-09-2024,Verified,low,USR33975,APPROVED,LOW,LLKAX1158L,0,0,0397886197,0,0,1,1961-07-27 00:00:00,0,0,17472.0,0,0,0,2024-09-12 00:00:00,0,0,Amritsar,Punjab,Student,JEET ISSAC,0,0,0,0,0,0,33975,1
USR 33978,ARIN MAJUMDAR,MGBFD68701,,,Jalandhar,Punjab,"₹26,683",Gig Worker,19/02/2024,VERIFIED,Low,USR33978,APPROVED,LOW,MGBFD68701,0,1,,1,0,0,,1,0,26683.0,0,0,0,2024-02-19 00:00:00,0,0,Jalandhar,Punjab,Gig Worker,ARIN MAJUMDAR,0,0,0,0,0,0,33978,1
USR33981,Jhalak Taneja,WOGXF4434Y,015777669204,26-Feb-1982,chennai,Tamil Nadu,62.0k,Farmer,10-21-2024,V,Low,USR33981,APPROVED,LOW,WOGXF4434Y,0,0,015777669204,0,0,0,1982-02-26 00:00:00,0,0,62000.0,0,0,0,2024-10-21 00:00:00,0,0,Chennai,Tamil Nadu,Farmer,JHALAK TANEJA,0,0,0,0,0,0,33981,2
usr33983,Amaira Salvi,KZHSE 7842 J,8690143298,2000/10/24,lucknow,Uttar Pradesh,15909,Business Owner,1718212414,Verified,LOW,USR33983,APPROVED,LOW,KZHSE7842J,0,0,8690143298,0,0,1,2000-10-24 00:00:00,0,0,15909.0,0,0,0,2024-06-12 17:13:34,0,0,Lucknow,Uttar Pradesh,Business Owner,AMAIRA SALVI,0,0,0,0,0,0,33983,1
USR33985,Yutika Andra,VEDCZ0908S,,13/09/1979 07:54 PM,jaipur,Rajasthan,"Rs. 23,417",Freelancer,2024-12-19 09:31:20,Done,Medium,USR33985,APPROVED,MEDIUM,VEDCZ0908S,0,0,,1,0,0,1979-09-13 19:54:00,0,0,23417.0,0,0,0,2024-12-19 09:31:20,0,0,Jaipur,Rajasthan,Freelancer,YUTIKA ANDRA,0,0,0,0,0,0,33985,1
USR33986,Ranbir Hayer,EACGW2680X,8370 9062 9490,,jaipur,Rajasthan,14831,Business Owner,14/11/2025 05:08 PM,PENDING,LOW,USR33986,PENDING,LOW,EACGW2680X,0,0,837090629490,0,0,0,,1,0,14831.0,0,0,0,2025-11-14 17:08:00,0,0,Jaipur,Rajasthan,Business Owner,RANBIR HAYER,0,0,0,0,0,0,33986,1
usr_33987,Maanav Sridhar,WNGVF 2116 L,7774 4518 1004,-36110611,Mumbay,Maharashtra,"₹28,003",Salaried,2026-03-06 01:04:16,APPROVED,low,USR33987,APPROVED,LOW,WNGVF2116L,0,0,777445181004,0,0,0,1968-11-09 01:16:29,0,0,28003.0,0,0,0,2026-03-06 01:04:16,0,0,Mumbai,Maharashtra,Salaried,MAANAV SRIDHAR,1,1,1,1,1,4,33987,3
USR33990,Chatura Korpal,UAHOV-1728-A,5049-6308-8357,,Kolkata,West Bengal,31858,Farmer,2025/08/05,Done,low,USR33990,APPROVED,LOW,UAHOV1728A,0,0,504963088357,0,0,0,,1,0,31858.0,0,0,0,2025-08-05 00:00:00,0,0,Kolkata,West Bengal,Farmer,CHATURA KORPAL,0,0,0,0,0,0,33990,1
USR33991,SaraPanchal,ZZHIG6941W,6098931890,1991/01/26,Madras,Tamil Nadu,"₹26,595",Self Employed,01-18-2025,Verified,low,USR33991,APPROVED,LOW,ZZHIG6941W,0,0,6098931890,0,0,1,1991-01-26 00:00:00,0,0,26595.0,0,0,0,2025-01-18 00:00:00,0,0,Chennai,Tamil Nadu,Self Employed,SARAPANCHAL,0,0,0,0,0,0,33991,1
USR-33994,Max Pillai,MJYHO7470Z,2565 8219 4934,07-10-1991,Bengaluru,Karnataka,"₹40,574",Farmer,2024/04/28,R,Low,USR33994,REJECTED,LOW,MJYHO7470Z,0,0,256582194934,0,0,0,1991-07-10 00:00:00,0,0,40574.0,0,0,0,2024-04-28 00:00:00,0,0,Bengaluru,Karnataka,Farmer,MAX PILLAI,0,0,0,0,0,0,33994,1
USR33996,Samuel Solanki,MVRIT6924J,XXXX-XXXX-6395,16/10/1979,Calcutta,West Bengal,"INR 61,256",Unemployed,19/11/2024 12:34 PM,Reject,Low,USR33996,REJECTED,LOW,MVRIT6924J,0,0,XXXXXXXX6395,0,1,0,1979-10-16 00:00:00,0,0,61256.0,0,0,0,2024-11-19 12:34:00,0,0,Kolkata,West Bengal,Unemployed,SAMUEL SOLANKI,1,1,1,1,1,4,33996,2
USR34003,CHAITALY BATH,ZOTVO9366Z,0886 5904 2857,785320659,lucknow,Uttar Pradesh,21727,Self Employed,11/07/2024 05:01 AM,Verified,Low,USR34003,APPROVED,LOW,ZOTVO9366Z,0,0,088659042857,0,0,0,1994-11-20 08:37:39,0,0,21727.0,0,0,0,2024-07-11 05:01:00,0,0,Lucknow,Uttar Pradesh,Self Employed,CHAITALY BATH,0,0,0,0,0,0,34003,1
USR34004,Januja Suresh,SBMKK9240L,566113415633,26/02/1978,BLR,Karnataka,34370,Student,2024/09/15,APPROVED,Medium,USR34004,APPROVED,MEDIUM,SBMKK9240L,0,0,566113415633,0,0,0,1978-02-26 00:00:00,0,0,34370.0,0,0,0,2024-09-15 00:00:00,0,0,Bengaluru,Karnataka,Student,JANUJA SURESH,0,0,0,0,0,0,34004,1
USR34009,Oviya Parmar,JFFSJ2927B,786530693372,1964/08/01,Jalandhar,Punjab,62395,Student,2024/12/18,Verified,HIGH,USR34009,APPROVED,HIGH,JFFSJ2927B,0,0,786530693372,0,0,0,1964-08-01 00:00:00,0,0,62395.0,0,0,0,2024-12-18 00:00:00,0,0,Jalandhar,Punjab,Student,OVIYA PARMAR,0,0,0,0,0,0,34009,1
USR34015,Ishaan Walia,UARCD 5336 M,783784794225,27/09/1966,bengaluru,Karnataka,-36166,Unemployed,01-09-2024,Verified,MEDIUM,USR34015,APPROVED,MEDIUM,UARCD5336M,0,0,783784794225,0,0,0,1966-09-27 00:00:00,0,0,-36166.0,0,1,0,2024-09-01 00:00:00,0,0,Bengaluru,Karnataka,Unemployed,ISHAAN WALIA,0,0,0,0,0,0,34015,2
USR34017,HARSH JOSHI,,,09/03/1991,LDH,Punjab,,Farmer,11-20-2025,KYC_DONE,Low,USR34017,APPROVED,LOW,,1,0,,1,0,0,1991-03-09 00:00:00,0,0,,1,0,0,2025-11-20 00:00:00,0,0,Ludhiana,Punjab,Farmer,HARSH JOSHI,0,0,0,0,0,0,34017,1
USR-34023,charan ahluwalia,HHRUJ9162C,934042020074,1993-11-09 13:15:14,delhi,Delhi,19247,Retired,11/01/2024,KYC_DONE,LOW,USR34023,APPROVED,LOW,HHRUJ9162C,0,0,934042020074,0,0,0,1993-11-09 13:15:14,0,0,19247.0,0,0,0,2024-01-11 00:00:00,0,0,Delhi,Delhi,Retired,CHARAN AHLUWALIA,0,0,0,0,0,0,34023,1
USR34026,Rohan Subramanian,JAZWV-2940-J,8806 3951 6004,12-May-1974,Jalandhar,Punjab,53002,Unemployed,19/02/2024 12:41 PM,Under Review,high,USR34026,IN_PROGRESS,HIGH,JAZWV2940J,0,0,880639516004,0,0,0,1974-05-12 00:00:00,0,0,53002.0,0,0,0,2024-02-19 12:41:00,0,0,Jalandhar,Punjab,Unemployed,ROHAN SUBRAMANIAN,0,0,0,0,0,0,34026,1
USR34029,JYOTI OZA,WQKGG3359U,6931 8292 1986,1963/07/03,Jalandar,Punjab,90019,Farmer,22/06/2024,KYC_DONE,medium,USR34029,APPROVED,MEDIUM,WQKGG3359U,0,0,693182921986,0,0,0,1963-07-03 00:00:00,0,0,90019.0,0,0,0,2024-06-22 00:00:00,0,0,Jalandhar,Punjab,Farmer,JYOTI OZA,0,0,0,0,0,0,34029,1
usr34030,Bishakha Apte,HX0J00419D,XXXX-XXXX-3146,05/03/1992,Ludhiana,Punjab,7678,Business Owner,29/01/2024,Done,MEDIUM,USR34030,APPROVED,MEDIUM,HX0J00419D,0,1,XXXXXXXX3146,0,1,0,1992-03-05 00:00:00,0,0,7678.0,0,0,0,2024-01-29 00:00:00,0,0,Ludhiana,Punjab,Business Owner,BISHAKHA APTE,0,0,0,0,0,0,34030,1
USR34033,CharviMann,UHNOO8495Q,430858271690,,delhi,Delhi,Not Available,Farmer,2025-08-13 01:12:00,APPROVED,MEDIUM,USR34033,APPROVED,MEDIUM,UHNOO8495Q,0,0,430858271690,0,0,0,,1,0,,1,0,1,2025-08-13 01:12:00,0,0,Delhi,Delhi,Farmer,CHARVIMANN,0,0,0,0,0,0,34033,1
USR34034,Samuel Barad,LQMSG-4566-N,6860148913,1976-08-28 00:52:47,chennai,Tamil Nadu,-35951,Business Owner,2025-02-14 20:06:32,V,medium,USR34034,APPROVED,MEDIUM,LQMSG4566N,0,0,6860148913,0,0,1,1976-08-28 00:52:47,0,0,-35951.0,0,1,0,2025-02-14 20:06:32,0,0,Chennai,Tamil Nadu,Business Owner,SAMUEL BARAD,0,0,0,0,0,0,34034,1
USR34035,Reva Iyengar,UQQNJ4958S,179721867219,05/01/1966 01:36 AM,Madras,Tamil Nadu,"₹13,427",Farmer,02-Oct-2025,V,low,USR34035,APPROVED,LOW,UQQNJ4958S,0,0,179721867219,0,0,0,1966-01-05 01:36:00,0,0,13427.0,0,0,0,2025-10-02 00:00:00,0,0,Chennai,Tamil Nadu,Farmer,REVA IYENGAR,0,0,0,0,0,0,34035,1
USR34042,L0gan Mutti,ACJEV 1665 M,506334417123,21/04/1965,Hyderabad,Telangana,Not Available,Self Employed,26/01/2025 01:27 AM,KYC_DONE,MEDIUM,USR34042,APPROVED,MEDIUM,ACJEV1665M,0,0,506334417123,0,0,0,1965-04-21 00:00:00,0,0,,1,0,1,2025-01-26 01:27:00,0,0,Hyderabad,Telangana,Self Employed,L0GAN MUTTI,0,0,0,0,0,0,34042,1
USR34043,Charvi Wali,SHYAK1737F,124929341201,07-10-1981,jaipur,Rajasthan,40594,Freelancer,2025-09-03 15:56:56,Verified,low,USR34043,APPROVED,LOW,SHYAK1737F,0,0,124929341201,0,0,0,1981-07-10 00:00:00,0,0,40594.0,0,0,0,2025-09-03 15:56:56,0,0,Jaipur,Rajasthan,Freelancer,CHARVI WALI,0,0,0,0,0,0,34043,1
USR34046,DEVIKA DARA,GYSR16436J,277569310989,03-14-1980,lucknow,Uttar Pradesh,Not Available,Business Owner,2024-05-10 11:14:11,APPROVED,HIGH,USR34046,APPROVED,HIGH,GYSR16436J,0,1,277569310989,0,0,0,1980-03-14 00:00:00,0,0,,1,0,1,2024-05-10 11:14:11,0,0,Lucknow,Uttar Pradesh,Business Owner,DEVIKA DARA,0,0,0,0,0,0,34046,1
USR34047,Nirja Goyal,edjfv6786z,3542 8425 2681,37854888,Madras,Tamil Nadu,51334,Freelancer,21/04/2025,APPROVED,High,USR34047,APPROVED,HIGH,EDJFV6786Z,0,0,354284252681,0,0,0,1971-03-15 03:14:48,0,0,51334.0,0,0,0,2025-04-21 00:00:00,0,0,Chennai,Tamil Nadu,Freelancer,NIRJA GOYAL,0,0,0,0,0,0,34047,1
usr_34052,Upkaar Sem,GSHZD3671H,569621418597,23/10/1997,ASR,Punjab,30015,Student,13/03/2026,APPROVED,Low,USR34052,APPROVED,LOW,GSHZD3671H,0,0,569621418597,0,0,0,1997-10-23 00:00:00,0,0,30015.0,0,0,0,2026-03-13 00:00:00,0,0,Amritsar,Punjab,Student,UPKAAR SEM,0,0,0,0,0,0,34052,1
USR34059,PUSHTI SOOD,VCPAU-7748-K,1254 2153 9722,25-Jun-1968,jalandhar,Punjab,"₹34,711",Freelancer,10/01/2024,VERIFIED,Low,USR34059,APPROVED,LOW,VCPAU7748K,0,0,125421539722,0,0,0,1968-06-25 00:00:00,0,0,34711.0,0,0,0,2024-01-10 00:00:00,0,0,Jalandhar,Punjab,Freelancer,PUSHTI SOOD,0,0,0,0,0,0,34059,1
USR34061,Aarna Nagar,NPTEF7267X,786266331050,04-07-1981,New Delhi,Delhi,"₹29,776",Unemployed,23-Dec-2024,V,low,USR34061,APPROVED,LOW,NPTEF7267X,0,0,786266331050,0,0,0,1981-04-07 00:00:00,0,0,29776.0,0,0,0,2024-12-23 00:00:00,0,0,Delhi,Delhi,Unemployed,AARNA NAGAR,0,0,0,0,0,0,34061,1
USR34063,Henry Vasa,JFPOM8628J,0300-7154-6208,1973/06/04,jalandhar,Punjab,32887,Student,2024/06/09,VERIFIED,medium,USR34063,APPROVED,MEDIUM,JFPOM8628J,0,0,030071546208,0,0,0,1973-06-04 00:00:00,0,0,32887.0,0,0,0,2024-06-09 00:00:00,0,0,Jalandhar,Punjab,Student,HENRY VASA,0,0,0,0,0,0,34063,1
usr_34064,  Bhavani Sodhi  ,JAYSW3297O,782566859358,13-Jun-1982,DELHI,Delhi,"INR 65,322",Salaried,05/02/2025 10:00 AM,VERIFIED,MEDIUM,USR34064,APPROVED,MEDIUM,JAYSW3297O,0,0,782566859358,0,0,0,1982-06-13 00:00:00,0,0,65322.0,0,0,0,2025-02-05 10:00:00,0,0,Delhi,Delhi,Salaried,BHAVANI SODHI,0,1,1,1,1,4,34064,2
USR34076,Farhan Tiwari,ATXFQ8000Q,6887 6957 3092,1981/09/24,jalandhar,Punjab,55265,Salaried,2024/02/07,VERIFIED,MEDIUM,USR34076,APPROVED,MEDIUM,ATXFQ8000Q,0,0,688769573092,0,0,0,1981-09-24 00:00:00,0,0,55265.0,0,0,0,2024-02-07 00:00:00,0,0,Jalandhar,Punjab,Salaried,FARHAN TIWARI,0,0,0,0,0,0,34076,1
USR34079,naveen kurian,FE0PM8442L,6596-3055-2375,22-Nov-1980,Mumbai,Maharashtra,49129,Gig Worker,2026-03-01 18:40:51,P,medium,USR34079,PENDING,MEDIUM,FE0PM8442L,0,1,659630552375,0,0,0,1980-11-22 00:00:00,0,0,49129.0,0,0,0,2026-03-01 18:40:51,0,0,Mumbai,Maharashtra,Gig Worker,NAVEEN KURIAN,0,0,0,0,0,0,34079,1
USR34086,Jyoti Sanghvi,SIRGH7821C,188266145692,08-Apr-2003,Jalandar,Punjab,19670,Retired,,Done,High,USR34086,APPROVED,HIGH,SIRGH7821C,0,0,188266145692,0,0,0,2003-04-08 00:00:00,0,0,19670.0,0,0,0,,1,0,Jalandhar,Punjab,Retired,JYOTI SANGHVI,0,0,0,0,0,0,34086,1
usr34089,Nachiket Randhawa,ICNKS-3129-Z,0581-5940-3873,17-Jun-1999,ludhiana,Punjab,,Unemployed,05-Apr-2024,APPROVED,low,USR34089,APPROVED,LOW,ICNKS3129Z,0,0,058159403873,0,0,0,1999-06-17 00:00:00,0,0,,1,0,0,2024-04-05 00:00:00,0,0,Ludhiana,Punjab,Unemployed,NACHIKET RANDHAWA,0,0,0,0,0,0,34089,1
USR34093,Radha De,GFIPJ1624J,229954853959,18/02/1979,Bangalore,Karnataka,"₹17,157",Self Employed,14/12/2024,Done,Low,USR34093,APPROVED,LOW,GFIPJ1624J,0,0,229954853959,0,0,0,1979-02-18 00:00:00,0,0,17157.0,0,0,0,2024-12-14 00:00:00,0,0,Bengaluru,Karnataka,Self Employed,RADHA DE,0,0,0,0,0,0,34093,1
USR34095,chakradhar sura,CDHFS7863M,868380555220,,mumbai,Maharashtra,Not Available,Self Employed,2026/02/11,KYC_DONE,Medium,USR34095,APPROVED,MEDIUM,CDHFS7863M,0,0,868380555220,0,0,0,,1,0,,1,0,1,2026-02-11 00:00:00,0,0,Mumbai,Maharashtra,Self Employed,CHAKRADHAR SURA,0,1,1,1,0,3,34095,2
USR34098,Indrajit Pa11,PNPGD6110V,185353687384,24/06/1992 09:37 PM,Delhi,Delhi,16670,Freelancer,04-29-2025,APPROVED,Low,USR34098,APPROVED,LOW,PNPGD6110V,0,0,185353687384,0,0,0,1992-06-24 21:37:00,0,0,16670.0,0,0,0,2025-04-29 00:00:00,0,0,Delhi,Delhi,Freelancer,INDRAJIT PA11,0,0,0,0,0,0,34098,1
USR34099,Gaurangi Arya,,2334-1654-7468,619576333,chennai,Tamil Nadu,30.1k,Self Employed,2024-02-06 22:52:31,KYC_DONE,Medium,USR34099,APPROVED,MEDIUM,,1,0,233416547468,0,0,0,1989-08-20 00:32:13,0,0,30100.0,0,0,0,2024-02-06 22:52:31,0,0,Chennai,Tamil Nadu,Self Employed,GAURANGI ARYA,0,0,0,0,0,0,34099,1
USR34100,Ladli Kala,LQPFN5417S,XXXX-XXXX-5953,23/07/1972,Dilli,Delhi,10986,Freelancer,2025-03-27 15:21:37,IN_PROGRESS,MEDIUM,USR34100,IN_PROGRESS,MEDIUM,LQPFN5417S,0,0,XXXXXXXX5953,0,1,0,1972-07-23 00:00:00,0,0,10986.0,0,0,0,2025-03-27 15:21:37,0,0,Delhi,Delhi,Freelancer,LADLI KALA,0,0,0,0,0,0,34100,1
34102,Inda1i Chana,,767382389037,25/08/1972,kolkata,West Bengal,49870,Retired,,APPROVED,low,34102,APPROVED,LOW,,1,0,767382389037,0,0,0,1972-08-25 00:00:00,0,0,49870.0,0,0,0,,1,0,Kolkata,West Bengal,Retired,INDA1I CHANA,0,0,0,0,0,0,34102,3
USR34103,Yamini Uppa1,LDRQM0324M,1709 5059 5511,03-04-1997,Jalandar,Punjab,"INR 24,916",Student,06/12/2024,Done,LOW,USR34103,APPROVED,LOW,LDRQM0324M,0,0,170950595511,0,0,0,1997-03-04 00:00:00,0,0,24916.0,0,0,0,2024-12-06 00:00:00,0,0,Jalandhar,Punjab,Student,YAMINI UPPA1,0,0,0,0,0,0,34103,1
USR34105,  Ronith Desai  ,ilsbt9641t,378480355076,04-12-1997,Ludhiana,Punjab,"Rs. 33,225",Gig Worker,2024-03-01 08:47:34,Verified,Medium,USR34105,APPROVED,MEDIUM,ILSBT9641T,0,0,378480355076,0,0,0,1997-04-12 00:00:00,0,0,33225.0,0,0,0,2024-03-01 08:47:34,0,0,Ludhiana,Punjab,Gig Worker,RONITH DESAI,0,0,0,0,0,0,34105,1
USR34106,Dominic Raghavan,SOKAZ8366V,7426-7715-5046,04-08-1960,Delhi,Delhi,26929,Salaried,,Done,LOW,USR34106,APPROVED,LOW,SOKAZ8366V,0,0,742677155046,0,0,0,1960-04-08 00:00:00,0,0,26929.0,0,0,0,,1,0,Delhi,Delhi,Salaried,DOMINIC RAGHAVAN,0,0,0,0,0,0,34106,1
USR34108,Upkaar Varghese,QQTUK1422V,464664662727,21/06/2001,Ludhiana,Punjab,16.6k,Self Employed,15/08/2025 12:06 AM,V,High,USR34108,APPROVED,HIGH,QQTUK1422V,0,0,464664662727,0,0,0,2001-06-21 00:00:00,0,0,16600.0,0,0,0,2025-08-15 00:06:00,0,0,Ludhiana,Punjab,Self Employed,UPKAAR VARGHESE,0,0,0,0,0,0,34108,1
